thermal storage capacity (kWh)	2080
minimum storage heating rate (kW)	-400.0
maximum storage heating rate (kW)	400.0
maximum compressor electrical power (kW)	155
initial thermal store state (kWh)	2027.86
final thermal store state (kWh)	1872.0

time	thermal load (kWr)	electrical load (kWe)	solar (kWe)	CoP	import price ($/kWh)	export price ($/kWh)	demand price ($/kW)
2017-10-25 23:30:00	269.806541046	143.49392132	0.0	4.018826668428236	0.1334037388059	0.07552221299999999	0.0105
2017-10-26 00:00:00	256.11345862200005	145.37255668999995	0.0	4.108631665445964	0.1697592169779	0.106658253	0.0105
2017-10-26 00:30:00	253.50772477799998	146.09148026000003	0.0	4.2	0.13454135812440002	0.07649650799999999	0.0105
2017-10-26 01:00:00	220.160467527	128.970390365	0.0	4.291368334554036	0.13432334463419998	0.07630979399999999	0.0105
2017-10-26 01:30:00	195.52361526600004	160.31755447000003	0.0	4.381173331571763	0.1321153826946	0.07441882200000001	0.0105
2017-10-26 02:00:00	176.609604255	134.13747217499997	0.0	4.467878402655564	0.1270397226294	0.07007185799999999	0.0105
2017-10-26 02:30:00	101.58079892100001	162.762993845	0.0	4.550000000000002	0.12153142989389998	0.065354373	0.0105
2017-10-26 03:00:00	199.60704918	109.23058509999998	0.0	4.626133000306106	0.1213776771042	0.065222694	0.0105
2017-10-26 03:30:00	193.36976624700006	147.701820365	0.0	4.694974746830583	0.1213566807216	0.065204712	0.0105
2017-10-26 04:00:00	183.629420457	93.70043946500002	0.0	4.755347338203865	0.12095030929260002	0.06485668200000001	0.0105
2017-10-26 04:30:00	165.448900218	148.00832176	0.0	4.806217782649108	0.1358274969	0.077598	0.0105
2017-10-26 05:00:00	173.776938615	125.942348475	0.23125000000000004	4.8467156727579015	0.12913345499999998	0.071865	0.0105
2017-10-26 05:30:00	160.53340186800003	153.74407765999996	1.6815000000000002	4.876148078402347	0.1240052094	0.067473	0.0105
2017-10-26 06:00:00	194.71034431799998	139.78525356	3.707666666666668	4.894011402961668	0.1137066834	0.058653	0.0105
2017-10-26 06:30:00	197.114092245	118.260120375	12.998	4.9	0.1337888091	0.07585199999999999	0.0105
2017-10-26 07:00:00	191.92492676700007	107.212436715	27.44258333333334	4.894011402961668	0.14399275679999998	0.084591	0.0105
2017-10-26 07:30:00	220.703932575	103.47900962499996	24.730999999999998	4.876148078402347	0.1528410822	0.09216899999999999	0.0105
2017-10-26 08:00:00	192.689948262	143.59524154	56.30658333333334	4.8467156727579015	0.1571391405	0.09584999999999999	0.0105
2017-10-26 08:30:00	228.618297957	99.803064315	53.79283333333334	4.806217782649108	0.14197508639999998	0.08286299999999999	0.0105
2017-10-26 09:00:00	196.66808739900003	145.066591255	86.18808333333332	4.755347338203865	0.1294592247	0.072144	0.0105
2017-10-26 09:30:00	274.95214347300004	116.692918785	144.23175	4.694974746830583	0.1280300415	0.07092	0.0105
2017-10-26 10:00:00	241.886692425	140.134637825	109.60908333333332	4.626133000306106	0.12653780609999998	0.069642	0.0105
2017-10-26 10:30:00	269.12091521700006	117.80220031499996	125.98266666666667	4.550000000000002	0.1315084212	0.07389899999999999	0.0105
2017-10-26 11:00:00	325.173429105	114.194370275	204.27975000000006	4.467878402655564	0.141954069	0.082845	0.0105
2017-10-26 11:30:00	327.715981299	114.069858555	262.6058333333333	4.381173331571763	0.1333894785	0.07551000000000001	0.0105
2017-10-26 12:00:00	258.145983123	155.461704285	261.7886666666667	4.291368334554036	0.1419225429	0.08281799999999999	0.0105
2017-10-26 12:30:00	416.90354456100005	111.921066295	249.75799999999992	4.2	0.12368994839999999	0.067203	0.0105
2017-10-26 13:00:00	354.34973368200014	127.98166279	241.0908333333333	4.108631665445964	0.1442134395	0.08478	0.02047941176470588
2017-10-26 13:30:00	386.196876555	123.135147075	229.1891666666666	4.018826668428235	0.1500772941	0.08980199999999999	0.02047941176470588
2017-10-26 14:00:00	323.7057426329999	123.544292485	213.07775000000004	3.932121597344437	0.14010453779999998	0.08126100000000001	0.02047941176470588
2017-10-26 14:30:00	429.23900985000006	123.60974505	193.59266666666664	3.85	0.12395266590000001	0.067428	0.02047941176470588
2017-10-26 15:00:00	411.52000350300005	165.156291985	170.79283333333328	3.773866999693896	0.1261594929	0.06931799999999999	0.02047941176470588
2017-10-26 15:30:00	462.6297501	143.2345886	147.69208333333333	3.705025253169417	0.12700018889999998	0.07003799999999999	0.02047941176470588
2017-10-26 16:00:00	462.74457776400004	164.25147633	108.25216666666668	3.644652661796136	0.12643271909999998	0.069552	0.02047941176470588
2017-10-26 16:30:00	429.11682811199995	177.73994064	94.35891666666666	3.593782217350893	0.110848317	0.056205	0.02047941176470588
2017-10-26 17:00:00	361.56563188200005	192.11378098999995	64.66458333333334	3.5532843272420997	0.1133598963	0.058356000000000005	0.02047941176470588
2017-10-26 17:30:00	457.59343182	166.55958940000002	37.46216666666667	3.5238519215976525	0.11374871819999999	0.05868899999999999	0.02047941176470588
2017-10-26 18:00:00	328.7327122380001	160.67604636	13.157583333333333	3.505988597038333	0.1207790385	0.06471	0.02047941176470588
2017-10-26 18:30:00	277.086149592	186.42793274	1.1762500000000002	3.5	0.1186142463	0.062856	0.02047941176470588
2017-10-26 19:00:00	286.12341384900003	166.10387040499995	0.0	3.505988597038333	0.1245936966	0.067977	0.02047941176470588
2017-10-26 19:30:00	291.15157698900003	168.306163805	0.0	3.523851921597652	0.1262855973	0.069426	0.02047941176470588
2017-10-26 20:00:00	203.184933462	129.10733794	0.0	3.5532843272420997	0.1196440989	0.06373799999999999	0.02047941176470588
2017-10-26 20:30:00	136.726058574	150.59532358	0.0	3.593782217350893	0.10640313689999999	0.052398	0.02047941176470588
2017-10-26 21:00:00	161.040541641	159.502037995	0.0	3.644652661796136	0.1082316507	0.053964	0.02047941176470588
2017-10-26 21:30:00	142.209407046	105.80101777	0.0	3.705025253169417	0.0940238883	0.041796	0.0105
2017-10-26 22:00:00	218.21534958300012	110.16700363499993	0.0	3.773866999693896	0.07753573799999999	0.027675	0.0105
2017-10-26 22:30:00	183.23869458299998	116.327210385	0.0	3.85	0.0988053468	0.045891	0.0105
2017-10-26 23:00:00	95.6109756924	122.58330607799999	0.0	3.9321215973444374	0.09287843999999999	0.040815000000000004	0.0105
2017-10-26 23:30:00	120.41173725000002	142.89451884999994	0.0	4.018826668428236	0.108431316	0.054135	0.0105
2017-10-27 00:00:00	55.19904541830001	137.15479448850002	0.0	4.108631665445964	0.1207475124	0.064683	0.0105
2017-10-27 00:30:00	83.05084275600001	117.527392875	0.0	4.2	0.115051797	0.059805000000000004	0.0105
2017-10-27 01:00:00	110.55702238559999	110.844948282	0.0	4.291368334554036	0.1122039393	0.057366	0.0105
2017-10-27 01:30:00	108.98554115399999	105.66120718	0.0	4.381173331571763	0.111478839	0.05674499999999999	0.0105
2017-10-27 02:00:00	127.623870276	72.82300851999997	0.0	4.467878402655564	0.10306137029999998	0.049536	0.0105
2017-10-27 02:30:00	109.29826525799999	143.74458595999994	0.0	4.550000000000002	0.1019999916	0.048627000000000004	0.0105
